id,source,target142,cse142,cse143,target143,numAdmApplication,admitStatus,gender,ethnic,stdmath
063984e8-113c-5127-a1e7-6fed3ea7d046,student,CSE142,1,1,CSE143,1,Deny,M,CAUCASN,660
06398c85-efbe-5165-b629-259044933d89,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,600
063f6745-816d-53e7-934c-d345917ef209,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,680
06407631-1495-5401-9be0-35bdbcd4504f,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,620
064a060f-9277-5ecc-ab7a-f49499488e70,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,790
0654e675-a074-5f57-9859-6f256d202e7a,student,CSE142,1,1,CSE143,1,DNA,M,AFRO-AM,670
066a9a9c-9011-539d-84c5-48184d81fbf8,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,600
067bbadf-21d3-5b83-b6a9-b1f6036a9964,student,CSE142,1,2,CSE143,2,AV,M,CAUCASN,650
068366ef-d1c0-51e4-95ff-4a0bfdead164,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,780
0686c0f8-c3c8-5569-97c6-2407b0ec3b5f,student,CSE142,1,1,CSE143,1,DNA,F,CAUCASN,670
069ded80-ca54-56fb-8371-ec9677fab8b2,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,690
06b0aea6-b2b3-5c57-b724-24f8154f2eb6,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,740
06d2c45e-f078-5eff-a0df-0b678e7adbb7,student,CSE142,1,1,CSE143,1,DNA,F,NOT IND,800
071057d7-a7f4-54f6-8c94-012b5ab8b169,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,650
071aab69-1074-5dcc-ba1e-0034b9fc8a31,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,680
0728a52b-6eaa-5507-98c2-a21c2449039e,student,CSE142,2,2,CSE143,1,DNA,M,NOT IND,680
0734f339-6596-598a-acf4-4307938f9c6e,student,CSE142,1,2,CSE143,1,DNA,F,CAUCASN,610
073fec7c-9509-5a58-ab41-98df6fb163ef,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,780
07408342-202f-5371-b476-357e623ba2d4,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,650
07523929-d3fd-5b38-be65-8c16a5e06052,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,680
07579850-8a34-5d3d-aa22-9157e203dabb,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,750
07687f47-77be-58e6-9a64-bbc1ad34ee82,student,CSE142,3,1,NA143,1,DNA,M,ASIAN,0
0780c4ea-9a5f-5dc2-af5e-a9745dcb0a77,student,CSE142,2,3,CSE143,1,DNA,F,CAUCASN,600
078190f5-5910-55ec-9ca3-a044a145df5a,student,CSE142,1,2,CSE143,1,DNA,F,ASIAN,660
0789f82f-e1d9-55a0-8563-9f19db65c528,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,610
079b91c2-f6e7-54ec-9474-c72f8d3d0ba0,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,0
07de9dcd-9a11-5a91-9cf6-21644f813c6f,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,710
07e3f219-f2e3-5134-b749-1d941e00c2d0,student,CSE142,2,2,CSE143,1,Deny,F,CAUCASN,660
07f1337b-52ef-537e-9743-b0a8355e161c,student,CSE142,1,1,CSE143,1,Enrolled,M,CAUCASN,710
07fac44a-9907-57cf-878b-a71fa08c9193,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,740
07fd4be4-534e-5da6-a05e-d0fae71afe8a,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,580
080264db-f2f3-55cb-b51f-b52e9a78178a,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,660
08042ff8-986e-5ace-b53e-bd85f48abfdf,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,670
081fe745-823e-5077-b185-3b45ee731156,student,CSE142,1,1,CSE143,1,Enrolled,M,NOT IND,0
0823e8f1-92c3-506f-91a7-9c53f2172685,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,720
0826c43b-ce14-55c2-a0af-0fe3c660067f,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,800
082f2c2a-8fd6-5333-9967-e98642ab79a6,student,CSE142,2,3,CSE143,1,DNA,M,CAUCASN,800
0848b78f-5a49-59d5-a118-085bd7f733f3,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,580
084bc7e4-125f-5ab9-90cb-264db7dfc9df,student,CSE142,3,1,NA143,1,DNA,F,AFRO-AM,0
084e75c9-91a5-5db1-b6ac-1c09f9ad7ebd,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,730
086408f7-e61b-5b10-af6c-f5f0fc75935d,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,670
08873ec6-7ccc-5127-8b47-065be402759e,student,CSE142,2,3,CSE143,1,DNA,F,ASIAN,590
089cd9be-8c31-5a17-9087-6c63ce8962b7,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,0
08a52a72-c702-5ece-960d-472acb6c457f,student,CSE142,3,1,NA143,1,DNA,F,NOT IND,0
08ac8b73-bedc-5879-90a8-91e8bb5f5ef4,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,610
08b71c58-e295-5be2-bce9-f29613e133aa,student,CSE142,2,3,CSE143,2,Deny,F,NOT IND,720
08d2539f-bf9d-5b5e-a9cc-9f6399231a83,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,720
08f41c55-44dd-5cc0-a661-801bf546ca59,student,CSE142,1,1,CSE143,1,Deny,M,NOT IND,740
09043a61-6f6e-5468-9476-d1fcec77412d,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,800
0906fb4f-a371-55b8-9743-b438f0ae71e4,student,CSE142,1,2,CSE143,1,DNA,F,CAUCASN,520
091d14a0-1704-589d-a93a-2aab872e07d1,student,CSE142,1,2,CSE143,1,DNA,F,CAUCASN,760
0961d123-18c1-5498-8717-5b47214569ff,student,CSE142,1,1,CSE143,1,AV,M,ASIAN,600
096d76ba-c82b-5415-9e5f-ec90e1a7e33a,student,CSE142,3,3,CSE143,1,Enrolled,M,ASIAN,740
097034bc-8565-5986-9490-044497b97dc6,student,CSE142,2,3,CSE143,1,DNA,M,NOT IND,0
0983c89e-8d49-5c3c-b365-15b9e3f2de7b,student,CSE142,2,2,CSE143,1,DNA,M,NOT IND,650
098c2405-d9db-5812-85d7-bcd75ff75614,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,660
098c98dc-38f1-5d33-b8a5-5cbdb0b8af09,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,800
09a6973c-b119-547d-ae03-ab316fd50992,student,CSE142,1,1,NA143,1,DNA,F,AFRO-AM,490
09c5c4b4-8fd5-5927-beb1-44b2e31738e0,student,CSE142,3,3,CSE143,1,DNA,M,CAUCASN,560
09c62f8a-6fbe-53b0-a8eb-0b665bf0dd0c,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,670
09dc7364-97b8-5af7-912e-915fb321e454,student,CSE142,2,3,CSE143,1,DNA,F,NOT IND,720
09fde1f5-8aa1-5d70-9953-92425f04ac8c,student,CSE142,2,4,CSE143,1,Deny,M,ASIAN,800
0a047792-845b-56eb-817c-86006137ae2c,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,670
0a1e3cbd-b716-53ed-9266-14ee3d81fbac,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,800
0a30ad5f-1819-5443-bd00-35703f2a4e1a,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,680
0a31f485-a0bb-5dbd-b742-153e589ced09,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,630
0a58129e-ccc9-55e7-98ae-da039c40ec5a,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,650
0a5bf00a-285c-5022-bdc0-bddabe357bc5,student,CSE142,3,3,CSE143,1,DNA,M,CAUCASN,650
0a5dc70b-81d2-59da-ae47-8dffe8cc533b,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,650
0a6e08c4-30c5-5c02-90ff-1c22b17bc805,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,700
0a7c9722-2ec5-5888-86d4-4c1077abc0ae,student,CSE142,1,1,CSE143,1,DNA,F,NOT IND,800
0a7e5412-6016-5061-bcca-366e898a5603,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,610
0a815597-b554-59e3-9938-3b3dc8a8a31b,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,620
0ab592fb-fa4a-5911-997d-e55247b016a6,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,0
0ac6a1dc-2e28-5688-baaf-4064ab08f3f6,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,690
0ac6b46b-d9d2-5c3a-ab17-f5a99ca73b3b,student,CSE142,3,4,CSE143,1,DNA,F,CAUCASN,575
0acbd1ca-1e60-5c0f-b29c-6d1a40e50f0b,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,750
0af604c2-446e-5996-aa90-ba2a349ae1e1,student,CSE142,1,2,CSE143,1,Accept,M,NOT IND,770
0afacf82-7ddf-58ce-969f-d9f2b7e4f713,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,760
0b09f2b8-4afa-5bd1-90d3-85118f2bc954,student,CSE142,3,1,NA143,1,DNA,F,ASIAN,650
0b0fc316-aac0-5b12-811b-4ea13155461e,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,680
0b1bc5ef-783f-5a0f-9b70-8428d2000c34,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,680
0b1f3357-2a28-5831-9573-5db855ed123e,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,750
0b467ff6-cf9d-5a45-9971-5f91af2fd387,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,690
0b537931-fdd4-5d3b-9750-fc0a165994cb,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,660
0b7619fb-0e88-566f-907f-c50fed6ec5cb,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,760
0b7cc91a-7f3e-5404-80f5-3b77f628e958,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,630
0bac631e-a6a0-5dbc-92dd-581af1a38ff0,student,CSE142,3,1,NA143,1,DNA,M,ASIAN,595
0bcaf15a-12fc-5930-ad03-22436559e113,student,CSE142,1,1,CSE143,1,Deny,M,AFRO-AM,440
0bd8f5a9-2135-54f1-aac7-c8b5e9e2cde9,student,CSE142,3,3,CSE143,1,Deny,M,CAUCASN,580
0c0f7031-26c8-5f38-b8c3-69d9acd51862,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,580
0c1bf6d7-50d3-5cd7-bce8-52b66a898045,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,755
0c2c3296-c310-577b-8402-712c4668e776,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,0
0c455581-8a8a-5014-8db8-92bebded965b,student,CSE142,1,2,CSE143,1,Enrolled,F,NOT IND,800
0c4c549b-3e51-5638-a0bb-f488df6ba2d7,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,720
0c6d4a46-65df-55ad-a961-f01e0f6da65e,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,0
0c9591c0-b88f-593c-8ed6-db1f4b894077,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,620
0cb88f4c-eba4-582a-b432-d155457be74e,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,710
0cb8a5c4-bbe8-5e54-bfc5-c961379fdc97,student,CSE142,3,3,CSE143,1,Accept,F,ASIAN,670
0cc55b4d-4a15-5dc1-9c4f-21deba5fd69a,student,CSE142,2,3,CSE143,1,Accept,F,ASIAN,755
0cfe0282-0ad8-5cfc-b568-3881c287de9e,student,CSE142,3,1,NA143,1,DNA,M,ASIAN,680
0d28b430-08d0-5d1d-a39a-665aba3594dc,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,480
0d38374c-37eb-520f-a081-07dbb98124ae,student,CSE142,3,1,NA143,1,DNA,F,NOT IND,0
0d44575e-cbee-50cf-80b1-46e6574db4bf,student,CSE142,1,1,CSE143,1,AV,M,ASIAN,670
0d4cd211-04fa-5e65-9e0a-4c6a09dc4536,student,CSE142,1,4,CSE143,1,DNA,F,NOT IND,640
0d643f4f-d437-5beb-b670-484221a40bdc,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,780
0d73f7b6-1e1c-5cc0-b200-5928f6c1e9cf,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,600
0d85a75c-d764-5e86-acfe-33fb64fc9f25,student,CSE142,2,2,CSE143,2,Enrolled,M,NOT IND,720
0d87a350-8f9b-5bf9-b889-648162921251,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,720
0d94ff7e-d49a-56b5-b184-65f5ec6f98f9,student,CSE142,2,2,CSE143,1,Deny,M,CAUCASN,0
0da0c98d-88c4-5742-bafa-5902f710a788,student,CSE142,1,4,CSE143,1,DNA,F,NOT IND,800
0dad63a3-961a-52a2-a8ad-e5dc237ba974,student,CSE142,3,3,CSE143,1,DNA,F,ASIAN,610
0db48fec-527e-5696-9dda-0ee906e11e10,student,CSE142,3,3,CSE143,1,DNA,M,NOT IND,0
0dbe0e92-e130-5376-bca0-a43143eb9b78,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,730
0dcafe6e-d36a-5281-810e-4d4fc30380e7,student,CSE142,1,2,CSE143,2,Enrolled,M,ASIAN,640
0dd48e07-0912-549f-991a-5baecc18db95,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,700
0ddd6e00-8c46-5cfa-883d-c3be2612916d,student,CSE142,3,3,CSE143,1,Enrolled,F,AMER-IND,670
0de1ded3-5eea-5e37-987b-dc085c683d09,student,CSE142,2,3,CSE143,1,DNA,M,NOT IND,770
0df44cb0-3e52-58a2-afb7-0e17ea4b9fcf,student,CSE142,1,1,CSE143,1,AV,M,ASIAN,740
0e1deb3a-0efd-5f50-bff8-7271e09ad70f,student,CSE142,3,1,NA143,1,DNA,F,CAUCASN,0
0e1ec2ad-0500-51f9-ab9c-09d19f2e777e,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,700
0e24247c-541d-5dc2-9d92-5ed3a5579e52,student,CSE142,2,2,CSE143,1,Deny,F,CAUCASN,730
0e30edd0-d6d7-51cf-ab34-ce756ce5ef85,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,780
0e470bc7-8dbe-5543-958e-ffd072a48225,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,660
0e54956e-4fbc-52d8-80a0-5367c3f6fcdd,student,CSE142,1,2,CSE143,1,Deny,M,CAUCASN,760
0e5e7666-88be-57d0-91ad-e9d6b27e8692,student,CSE142,2,3,CSE143,1,DNA,M,NOT IND,650
0e82bfd9-afb1-519d-95de-37f7ae79e48e,student,CSE142,2,2,CSE143,1,Enrolled,M,CAUCASN,650
0e919682-99f3-50e9-a078-e89cb6616c0e,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,800
0e994204-49ab-55ed-9fdd-690303efcec9,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,640
0ebf29de-05d1-53df-bd58-4a312901b957,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,690
0ec05167-2212-5f3a-8544-775601973d59,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,600
0ef93bc2-6943-5d9a-98c9-47c41cfefad3,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,580
0efc26bb-2ff2-5717-b7a7-c53726e8f49c,student,CSE142,3,1,NA143,1,DNA,F,ASIAN,550
0f09a500-5d66-5356-920d-134add394cd2,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,640
0f182f19-ac7a-52a3-bda0-5c9afa50ebcf,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,740
0f2a34c7-4dc2-570a-8b3d-54c156637758,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,740
0f34ab71-493d-502f-b060-96cd69b8004e,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,750
0f3fb99c-80f0-5429-9ace-2c72238cf58a,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,790
0f44e57e-6ba7-5b0d-8b71-03ba83e29409,student,CSE142,3,3,CSE143,1,Deny,M,CAUCASN,710
0f4ca101-e2a2-5e96-adf3-2c487caf3e1c,student,CSE142,1,1,CSE143,1,Deny,M,NOT IND,630
0f7164c2-ad2f-5314-8ea6-0da6dce8c85b,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,550
0f7d5bb5-172d-5295-a3fa-c81a9bb87167,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,640
0f8451c2-be76-5404-a8cc-01ddfd788d0a,student,CSE142,3,3,CSE143,2,Deny,M,CAUCASN,670
0f9420c5-51af-5802-88a3-de3bde4bf35d,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,660
0f97e695-c55b-50bc-84e6-ff7db2608429,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,740
0f9921dd-8971-51c6-bb50-f960ce7ece85,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,710
0fa70e08-3b2e-5852-8705-c3bf6849a85d,student,CSE142,1,1,CSE143,1,Accept,M,CAUCASN,710
0fafac75-3466-56fc-ba35-c5a28d03d4f2,student,CSE142,2,3,CSE143,1,DNA,M,CAUCASN,680
0fb46c94-0251-597a-85c7-176d2b8e2d69,student,CSE142,2,2,CSE143,1,Deny,M,NOT IND,700
0fb805f8-0730-5f62-8358-91f2ad2e9352,student,CSE142,1,3,CSE143,1,DNA,F,ASIAN,620
0fc6c123-20f8-58ae-8536-123a7254952d,student,CSE142,3,4,CSE143,1,DNA,M,CAUCASN,650
0fe59ac4-0e28-51cc-bd1f-16d4d9cba72f,student,CSE142,2,2,CSE143,1,Enrolled,F,NOT IND,740
10172e54-0ae5-52c4-a39a-68cf39b835fc,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,720
103286ce-26ed-5c08-9180-91028a449c51,student,CSE142,3,1,NA143,1,DNA,M,AFRO-AM,0
